overall,player_beta,player_name,bye_week,position_beta,position,team,Min,min_pos,adp_beta,adp,Max,max_pos
1,Ja’Marr Chase (10),Ja’Marr Chase,10,WR1,WR,CIN,1 (1.1),1.1,1 (1.1),1.1,3 (1.3),1.3
2,Bijan Robinson (5),Bijan Robinson,5,RB1,RB,ATL,1 (1.1),1.2,2 (1.2),1.2,5 (1.5),1.5
3,Jahmyr Gibbs (8),Jahmyr Gibbs,8,RB2,RB,DET,1 (1.1),1.4,4 (1.4),1.4,7 (1.7),1.7
4,CeeDee Lamb (10),CeeDee Lamb,10,WR2,WR,DAL,3 (1.3),1.5,5 (1.5),1.5,8 (1.8),1.8
5,Brock Bowers (8),Brock Bowers,8,TE1,TE,LV,1 (1.1),1.6,6 (1.6),1.6,10 (1.10),1.10
6,Justin Jefferson (6),Justin Jefferson,6,WR3,WR,MIN,2 (1.2),1.6,6 (1.6),1.6,11 (1.11),1.11
7,Saquon Barkley (9),Saquon Barkley,9,RB3,RB,PHI,2 (1.2),1.6,6 (1.6),1.6,9 (1.9),1.9
8,Christian McCaffrey (14),Christian McCaffrey,14,RB4,RB,SF,4 (1.4),1.8,8 (1.8),1.8,11 (1.11),1.11
9,Trey McBride (8),Trey McBride,8,TE2,TE,ARI,4 (1.4),1.11,11 (1.11),1.11,16 (2.4),2.4
10,Malik Nabers (14),Malik Nabers,14,WR4,WR,NYG,6 (1.6),1.11,11 (1.11),1.11,19 (2.7),2.7
11,De’Von Achane (12),De’Von Achane,12,RB5,RB,MIA,7 (1.7),1.12,12 (1.12),1.12,20 (2.8),2.8
12,Ashton Jeanty (8),Ashton Jeanty,8,RB6,RB,LV,7 (1.7),1.12,12 (1.12),1.12,18 (2.6),2.6
13,Amon-Ra St. Brown (8),Amon-Ra St. Brown,8,WR5,WR,DET,6 (1.6),2.1,13 (2.1),2.1,17 (2.5),2.5
14,Nico Collins (6),Nico Collins,6,WR6,WR,HOU,8 (1.8),2.2,14 (2.2),2.2,18 (2.6),2.6
15,Brian Thomas (8),Brian Thomas,8,WR7,WR,JAC,9 (1.9),2.3,15 (2.3),2.3,20 (2.8),2.8
16,Puka Nacua (8),Puka Nacua,8,WR8,WR,LAR,9 (1.9),2.4,16 (2.4),2.4,22 (2.10),2.10
17,Derrick Henry (7),Derrick Henry,7,RB7,RB,BAL,6 (1.6),2.4,16 (2.4),2.4,23 (2.11),2.11
18,Drake London (5),Drake London,5,WR9,WR,ATL,8 (1.8),2.6,18 (2.6),2.6,21 (2.9),2.9
19,Chase Brown (10),Chase Brown,10,RB8,RB,CIN,12 (1.12),2.6,18 (2.6),2.6,22 (2.10),2.10
20,Bucky Irving (9),Bucky Irving,9,RB9,RB,TB,11 (1.11),2.8,20 (2.8),2.8,27 (3.3),3.3
21,A.J. Brown (9),A.J. Brown,9,WR10,WR,PHI,13 (2.1),2.9,21 (2.9),2.9,28 (3.4),3.4
22,George Kittle (14),George Kittle,14,TE3,TE,SF,14 (2.2),2.11,23 (2.11),2.11,29 (3.5),3.5
23,Jonathan Taylor (11),Jonathan Taylor,11,RB10,RB,IND,17 (2.5),2.12,24 (2.12),2.12,29 (3.5),3.5
24,Josh Jacobs (5),Josh Jacobs,5,RB11,RB,GB,15 (2.3),2.12,24 (2.12),2.12,33 (3.9),3.9
25,Ladd McConkey (12),Ladd McConkey,12,WR11,WR,LAC,19 (2.7),2.12,24 (2.12),2.12,29 (3.5),3.5
26,Kyren Williams (8),Kyren Williams,8,RB12,RB,LAR,18 (2.6),3.3,27 (3.3),3.3,32 (3.8),3.8
27,Omarion Hampton (12),Omarion Hampton,12,RB13,RB,LAC,14 (2.2),3.3,27 (3.3),3.3,34 (3.10),3.10
28,Lamar Jackson (7),Lamar Jackson,7,QB1,QB,BAL,16 (2.4),3.5,29 (3.5),3.5,37 (4.1),4.1
29,Tyreek Hill (12),Tyreek Hill,12,WR12,WR,MIA,20 (2.8),3.6,30 (3.6),3.6,39 (4.3),4.3
30,Garrett Wilson (9),Garrett Wilson,9,WR13,WR,NYJ,23 (2.11),3.7,31 (3.7),3.7,38 (4.2),4.2
31,Tee Higgins (10),Tee Higgins,10,WR14,WR,CIN,24 (2.12),3.7,31 (3.7),3.7,39 (4.3),4.3
32,Jaxon Smith-Njigba (8),Jaxon Smith-Njigba,8,WR15,WR,SEA,25 (3.1),3.8,32 (3.8),3.8,39 (4.3),4.3
33,Josh Allen (7),Josh Allen,7,QB2,QB,BUF,25 (3.1),3.9,33 (3.9),3.9,44 (4.8),4.8
34,Kenneth Walker (8),Kenneth Walker,8,RB14,RB,SEA,25 (3.1),3.10,34 (3.10),3.10,41 (4.5),4.5
35,James Cook (7),James Cook,7,RB15,RB,BUF,24 (2.12),3.11,35 (3.11),3.11,43 (4.7),4.7
36,Breece Hall (9),Breece Hall,9,RB16,RB,NYJ,26 (3.2),4.1,37 (4.1),4.1,46 (4.10),4.10
37,Marvin Harrison (8),Marvin Harrison,8,WR16,WR,ARI,26 (3.2),4.1,37 (4.1),4.1,47 (4.11),4.11
38,TreVeyon Henderson (14),TreVeyon Henderson,14,RB17,RB,NE,21 (2.9),4.1,37 (4.1),4.1,45 (4.9),4.9
39,Alvin Kamara (11),Alvin Kamara,11,RB18,RB,NO,28 (3.4),4.3,39 (4.3),4.3,52 (5.4),5.4
40,Mike Evans (9),Mike Evans,9,WR17,WR,TB,29 (3.5),4.5,41 (4.5),4.5,48 (4.12),4.12
41,Davante Adams (8),Davante Adams,8,WR18,WR,LAR,30 (3.6),4.5,41 (4.5),4.5,50 (5.2),5.2
42,Jayden Daniels (12),Jayden Daniels,12,QB3,QB,WAS,30 (3.6),4.6,42 (4.6),4.6,53 (5.5),5.5
43,Tetairoa McMillan (14),Tetairoa McMillan,14,WR19,WR,CAR,35 (3.11),4.7,43 (4.7),4.7,55 (5.7),5.7
44,Xavier Worthy (10),Xavier Worthy,10,WR20,WR,KC,34 (3.10),4.8,44 (4.8),4.8,55 (5.7),5.7
45,DK Metcalf (5),DK Metcalf,5,WR21,WR,PIT,33 (3.9),4.11,47 (4.11),4.11,59 (5.11),5.11
46,Jalen Hurts (9),Jalen Hurts,9,QB4,QB,PHI,36 (3.12),4.12,48 (4.12),4.12,58 (5.10),5.10
47,DJ Moore (5),DJ Moore,5,WR22,WR,CHI,35 (3.11),5.1,49 (5.1),5.1,58 (5.10),5.10
48,Chuba Hubbard (14),Chuba Hubbard,14,RB19,RB,CAR,37 (4.1),5.1,49 (5.1),5.1,61 (6.1),6.1
49,Terry McLaurin (12),Terry McLaurin,12,WR23,WR,WAS,38 (4.2),5.2,50 (5.2),5.2,66 (6.6),6.6
50,Courtland Sutton (12),Courtland Sutton,12,WR24,WR,DEN,26 (3.2),5.2,50 (5.2),5.2,60 (5.12),5.12
51,George Pickens (10),George Pickens,10,WR25,WR,DAL,42 (4.6),5.3,51 (5.3),5.3,60 (5.12),5.12
52,Joe Burrow (10),Joe Burrow,10,QB5,QB,CIN,34 (3.10),5.4,52 (5.4),5.4,64 (6.4),6.4
53,RJ Harvey (12),RJ Harvey,12,RB20,RB,DEN,38 (4.2),5.4,52 (5.4),5.4,68 (6.8),6.8
54,James Conner (8),James Conner,8,RB21,RB,ARI,40 (4.4),5.5,53 (5.5),5.5,65 (6.5),6.5
55,Jameson Williams (8),Jameson Williams,8,WR26,WR,DET,42 (4.6),5.7,55 (5.7),5.7,68 (6.8),6.8
56,Sam LaPorta (8),Sam LaPorta,8,TE4,TE,DET,44 (4.8),5.7,55 (5.7),5.7,69 (6.9),6.9
57,Calvin Ridley (10),Calvin Ridley,10,WR27,WR,TEN,49 (5.1),5.8,56 (5.8),5.8,66 (6.6),6.6
58,D’Andre Swift (5),D’Andre Swift,5,RB22,RB,CHI,48 (4.12),5.10,58 (5.10),5.10,78 (7.6),7.6
59,DeVonta Smith (9),DeVonta Smith,9,WR28,WR,PHI,49 (5.1),5.11,59 (5.11),5.11,68 (6.8),6.8
60,Rashee Rice (10),Rashee Rice,10,WR29,WR,KC,48 (4.12),6.1,61 (6.1),6.1,71 (6.11),6.11
61,T.J. Hockenson (6),T.J. Hockenson,6,TE5,TE,MIN,40 (4.4),6.1,61 (6.1),6.1,73 (7.1),7.1
62,Travis Kelce (10),Travis Kelce,10,TE6,TE,KC,29 (3.5),6.2,62 (6.2),6.2,76 (7.4),7.4
63,Zay Flowers (7),Zay Flowers,7,WR30,WR,BAL,53 (5.5),6.2,62 (6.2),6.2,70 (6.10),6.10
64,Jaylen Waddle (12),Jaylen Waddle,12,WR31,WR,MIA,49 (5.1),6.4,64 (6.4),6.4,70 (6.10),6.10
65,Travis Hunter (8),Travis Hunter,8,WR32,WR,JAC,52 (5.4),6.5,65 (6.5),6.5,84 (7.12),7.12
66,Tony Pollard (10),Tony Pollard,10,RB23,RB,TEN,56 (5.8),6.6,66 (6.6),6.6,83 (7.11),7.11
67,Isiah Pacheco (10),Isiah Pacheco,10,RB24,RB,KC,49 (5.1),6.7,67 (6.7),6.7,79 (7.7),7.7
68,Jerry Jeudy (9),Jerry Jeudy,9,WR33,WR,CLE,61 (6.1),6.10,70 (6.10),6.10,87 (8.3),8.3
69,David Montgomery (8),David Montgomery,8,RB25,RB,DET,57 (5.9),6.11,71 (6.11),6.11,83 (7.11),7.11
70,Emeka Egbuka (9),Emeka Egbuka,9,WR34,WR,TB,52 (5.4),6.11,71 (6.11),6.11,83 (7.11),7.11
71,Ricky Pearsall (14),Ricky Pearsall,14,WR35,WR,SF,58 (5.10),7.1,73 (7.1),7.1,86 (8.2),8.2
72,Kaleb Johnson (5),Kaleb Johnson,5,RB26,RB,PIT,48 (4.12),7.1,73 (7.1),7.1,91 (8.7),8.7
73,Evan Engram (12),Evan Engram,12,TE7,TE,DEN,49 (5.1),7.2,74 (7.2),7.2,85 (8.1),8.1
74,Mark Andrews (7),Mark Andrews,7,TE8,TE,BAL,49 (5.1),7.2,74 (7.2),7.2,92 (8.8),8.8
75,Aaron Jones (6),Aaron Jones,6,RB27,RB,MIN,62 (6.2),7.3,75 (7.3),7.3,93 (8.9),8.9
76,Chris Olave (11),Chris Olave,11,WR36,WR,NO,48 (4.12),7.4,76 (7.4),7.4,87 (8.3),8.3
77,Rome Odunze (5),Rome Odunze,5,WR37,WR,CHI,62 (6.2),7.4,76 (7.4),7.4,91 (8.7),8.7
78,Jakobi Meyers (8),Jakobi Meyers,8,WR38,WR,LV,59 (5.11),7.4,76 (7.4),7.4,95 (8.11),8.11
79,Tyler Warren (11),Tyler Warren,11,TE9,TE,IND,61 (6.1),7.5,77 (7.5),7.5,93 (8.9),8.9
80,Stefon Diggs (14),Stefon Diggs,14,WR39,WR,NE,62 (6.2),7.7,79 (7.7),7.7,93 (8.9),8.9
81,David Njoku (9),David Njoku,9,TE10,TE,CLE,64 (6.4),7.10,82 (7.10),7.10,98 (9.2),9.2
82,Matthew Golden (5),Matthew Golden,5,WR40,WR,GB,73 (7.1),7.11,83 (7.11),7.11,96 (8.12),8.12
83,Deebo Samuel (12),Deebo Samuel,12,WR41,WR,WAS,65 (6.5),7.12,84 (7.12),7.12,94 (8.10),8.10
84,Tyrone Tracy (14),Tyrone Tracy,14,RB28,RB,NYG,69 (6.9),8.1,85 (8.1),8.1,100 (9.4),9.4
85,Jaylen Warren (5),Jaylen Warren,5,RB29,RB,PIT,68 (6.8),8.2,86 (8.2),8.2,105 (9.9),9.9
86,Jordan Mason (6),Jordan Mason,6,RB30,RB,MIN,72 (6.12),8.3,87 (8.3),8.3,104 (9.8),9.8
87,Patrick Mahomes (10),Patrick Mahomes,10,QB6,QB,KC,65 (6.5),8.3,87 (8.3),8.3,105 (9.9),9.9
88,Jordan Addison (6),Jordan Addison,6,WR42,WR,MIN,72 (6.12),8.5,89 (8.5),8.5,102 (9.6),9.6
89,Brian Robinson (12),Brian Robinson,12,RB31,RB,WAS,77 (7.5),8.6,90 (8.6),8.6,105 (9.9),9.9
90,Jauan Jennings (14),Jauan Jennings,14,WR43,WR,SF,72 (6.12),8.8,92 (8.8),8.8,106 (9.10),9.10
91,Travis Etienne (8),Travis Etienne,8,RB32,RB,JAC,77 (7.5),8.9,93 (8.9),8.9,105 (9.9),9.9
92,Colston Loveland (5),Colston Loveland,5,TE11,TE,CHI,72 (6.12),8.9,93 (8.9),8.9,110 (10.2),10.2
93,Joe Mixon (6),Joe Mixon,6,RB33,RB,HOU,64 (6.4),8.9,93 (8.9),8.9,118 (10.10),10.10
94,Tucker Kraft (5),Tucker Kraft,5,TE12,TE,GB,81 (7.9),8.9,93 (8.9),8.9,117 (10.9),10.9
95,J.K. Dobbins (12),J.K. Dobbins,12,RB34,RB,DEN,74 (7.2),8.11,95 (8.11),8.11,108 (9.12),9.12
96,Zach Charbonnet (8),Zach Charbonnet,8,RB35,RB,SEA,80 (7.8),8.12,96 (8.12),8.12,106 (9.10),9.10
97,Khalil Shakir (7),Khalil Shakir,7,WR44,WR,BUF,85 (8.1),9.1,97 (9.1),9.1,114 (10.6),10.6
98,Chris Godwin (9),Chris Godwin,9,WR45,WR,TB,74 (7.2),9.5,101 (9.5),9.5,129 (11.9),11.9
99,Quinshon Judkins (9),Quinshon Judkins,9,RB36,RB,CLE,76 (7.4),9.6,102 (9.6),9.6,130 (11.10),11.10
100,Jake Ferguson (10),Jake Ferguson,10,TE13,TE,DAL,85 (8.1),9.7,103 (9.7),9.7,119 (10.11),10.11
101,Cooper Kupp (8),Cooper Kupp,8,WR46,WR,SEA,87 (8.3),9.7,103 (9.7),9.7,125 (11.5),11.5
102,Jayden Reed (5),Jayden Reed,5,WR47,WR,GB,66 (6.6),9.8,104 (9.8),9.8,120 (10.12),10.12
103,Dalton Kincaid (7),Dalton Kincaid,7,TE14,TE,BUF,89 (8.5),9.8,104 (9.8),9.8,118 (10.10),10.10
104,Baker Mayfield (9),Baker Mayfield,9,QB7,QB,TB,86 (8.2),9.9,105 (9.9),9.9,132 (11.12),11.12
105,Bo Nix (12),Bo Nix,12,QB8,QB,DEN,78 (7.6),9.9,105 (9.9),9.9,127 (11.7),11.7
106,Michael Pittman (11),Michael Pittman,11,WR48,WR,IND,89 (8.5),9.11,107 (9.11),9.11,128 (11.8),11.8
107,Javonte Williams (10),Javonte Williams,10,RB37,RB,DAL,88 (8.4),9.12,108 (9.12),9.12,134 (12.2),12.2
108,Keon Coleman (7),Keon Coleman,7,WR49,WR,BUF,86 (8.2),9.12,108 (9.12),9.12,128 (11.8),11.8
109,Cam Skattebo (14),Cam Skattebo,14,RB38,RB,NYG,87 (8.3),9.12,108 (9.12),9.12,128 (11.8),11.8
110,Jaydon Blue (10),Jaydon Blue,10,RB39,RB,DAL,93 (8.9),10.1,109 (10.1),10.1,132 (11.12),11.12
111,Josh Downs (11),Josh Downs,11,WR50,WR,IND,92 (8.8),10.2,110 (10.2),10.2,136 (12.4),12.4
112,Kyle Pitts (5),Kyle Pitts,5,TE15,TE,ATL,94 (8.10),10.3,111 (10.3),10.3,127 (11.7),11.7
113,Jayden Higgins (6),Jayden Higgins,6,WR51,WR,HOU,95 (8.11),10.4,112 (10.4),10.4,135 (12.3),12.3
114,Dallas Goedert (9),Dallas Goedert,9,TE16,TE,PHI,97 (9.1),10.8,116 (10.8),10.8,132 (11.12),11.12
115,Tank Bigsby (8),Tank Bigsby,8,RB40,RB,JAC,100 (9.4),10.8,116 (10.8),10.8,137 (12.5),12.5
116,Bhayshul Tuten (8),Bhayshul Tuten,8,RB41,RB,JAC,100 (9.4),10.9,117 (10.9),10.9,141 (12.9),12.9
117,Trey Benson (8),Trey Benson,8,RB42,RB,ARI,99 (9.3),10.9,117 (10.9),10.9,136 (12.4),12.4
118,Braelon Allen (9),Braelon Allen,9,RB43,RB,NYJ,96 (8.12),10.10,118 (10.10),10.10,131 (11.11),11.11
119,Kyler Murray (8),Kyler Murray,8,QB9,QB,ARI,98 (9.2),10.10,118 (10.10),10.10,140 (12.8),12.8
120,Dak Prescott (10),Dak Prescott,10,QB10,QB,DAL,89 (8.5),10.10,118 (10.10),10.10,144 (12.12),12.12
121,Rhamondre Stevenson (14),Rhamondre Stevenson,14,RB44,RB,NE,104 (9.8),10.12,120 (10.12),10.12,139 (12.7),12.7
122,Luther Burden (5),Luther Burden,5,WR52,WR,CHI,100 (9.4),11.4,124 (11.4),11.4,146 (13.2),13.2
123,Tyjae Spears (10),Tyjae Spears,10,RB45,RB,TEN,99 (9.3),11.4,124 (11.4),11.4,147 (13.3),13.3
124,Christian Kirk (6),Christian Kirk,6,WR53,WR,HOU,97 (9.1),11.6,126 (11.6),11.6,151 (13.7),13.7
125,Justin Fields (9),Justin Fields,9,QB11,QB,NYJ,103 (9.7),11.7,127 (11.7),11.7,151 (13.7),13.7
126,Dylan Sampson (9),Dylan Sampson,9,RB46,RB,CLE,103 (9.7),11.8,128 (11.8),11.8,156 (13.12),13.12
127,Darnell Mooney (5),Darnell Mooney,5,WR54,WR,ATL,110 (10.2),11.9,129 (11.9),11.9,149 (13.5),13.5
128,Keenan Allen (12),Keenan Allen,12,WR55,WR,LAC,99 (9.3),11.9,129 (11.9),11.9,164 (14.8),14.8
129,Rashid Shaheed (11),Rashid Shaheed,11,WR56,WR,NO,110 (10.2),11.10,130 (11.10),11.10,154 (13.10),13.10
130,Isaac Guerendo (14),Isaac Guerendo,14,RB47,RB,SF,105 (9.9),11.11,131 (11.11),11.11,152 (13.8),13.8
131,Brandon Aiyuk (14),Brandon Aiyuk,14,WR57,WR,SF,109 (10.1),11.12,132 (11.12),11.12,169 (15.1),15.1
132,Ray Davis (7),Ray Davis,7,RB48,RB,BUF,114 (10.6),12.1,133 (12.1),12.1,159 (14.3),14.3
133,Brock Purdy (14),Brock Purdy,14,QB12,QB,SF,117 (10.9),12.1,133 (12.1),12.1,161 (14.5),14.5
134,Marvin Mims (12),Marvin Mims,12,WR58,WR,DEN,103 (9.7),12.2,134 (12.2),12.2,150 (13.6),13.6
135,Brenton Strange (8),Brenton Strange,8,TE17,TE,JAC,110 (10.2),12.3,135 (12.3),12.3,165 (14.9),14.9
136,Drake Maye (14),Drake Maye,14,QB13,QB,NE,111 (10.3),12.4,136 (12.4),12.4,163 (14.7),14.7
137,Zach Ertz (12),Zach Ertz,12,TE18,TE,WAS,114 (10.6),12.5,137 (12.5),12.5,160 (14.4),14.4
138,Hunter Henry (14),Hunter Henry,14,TE19,TE,NE,109 (10.1),12.6,138 (12.6),12.6,155 (13.11),13.11
139,Rachaad White (9),Rachaad White,9,RB49,RB,TB,110 (10.2),12.7,139 (12.7),12.7,160 (14.4),14.4
140,Najee Harris (12),Najee Harris,12,RB50,RB,LAC,104 (9.8),12.9,141 (12.9),12.9,172 (15.4),15.4
141,Jacory Croskey-Merritt (12),Jacory Croskey-Merritt,12,RB51,RB,WAS,111 (10.3),12.11,143 (12.11),12.11,175 (15.7),15.7
142,Tyler Allgeier (5),Tyler Allgeier,5,RB52,RB,ATL,122 (11.2),12.12,144 (12.12),12.12,165 (14.9),14.9
143,Austin Ekeler (12),Austin Ekeler,12,RB53,RB,WAS,120 (10.12),13.1,145 (13.1),13.1,176 (15.8),15.8
144,Caleb Williams (5),Caleb Williams,5,QB14,QB,CHI,122 (11.2),13.2,146 (13.2),13.2,181 (16.1),16.1
145,Jaylen Wright (12),Jaylen Wright,12,RB54,RB,MIA,123 (11.3),13.3,147 (13.3),13.3,169 (15.1),15.1
146,Jerome Ford (9),Jerome Ford,9,RB55,RB,CLE,120 (10.12),13.3,147 (13.3),13.3,179 (15.11),15.11
147,Cedric Tillman (9),Cedric Tillman,9,WR59,WR,CLE,127 (11.7),13.6,150 (13.6),13.6,174 (15.6),15.6
148,Isaiah Likely (7),Isaiah Likely,7,TE20,TE,BAL,127 (11.7),13.6,150 (13.6),13.6,187 (16.7),16.7
149,Nick Chubb (6),Nick Chubb,6,RB56,RB,HOU,120 (10.12),13.6,150 (13.6),13.6,170 (15.2),15.2
150,Rashod Bateman (7),Rashod Bateman,7,WR60,WR,BAL,130 (11.10),13.9,153 (13.9),13.9,177 (15.9),15.9
151,Jared Goff (8),Jared Goff,8,QB15,QB,DET,122 (11.2),13.10,154 (13.10),13.10,199 (17.7),17.7
152,Jonnu Smith (5),Jonnu Smith,5,TE21,TE,PIT,115 (10.7),13.12,156 (13.12),13.12,192 (16.12),16.12
153,Hollywood Brown (10),Hollywood Brown,10,WR61,WR,KC,123 (11.3),14.1,157 (14.1),14.1,180 (15.12),15.12
154,DEN Team Defense (12),DEN Team Defense,12,DF1,DF,DEN,120 (10.12),14.1,157 (14.1),14.1,184 (16.4),16.4
155,Justin Herbert (12),Justin Herbert,12,QB16,QB,LAC,128 (11.8),14.1,157 (14.1),14.1,192 (16.12),16.12
156,DeMario Douglas (14),DeMario Douglas,14,WR62,WR,NE,111 (10.3),14.1,157 (14.1),14.1,184 (16.4),16.4
157,J.J. McCarthy (6),J.J. McCarthy,6,QB17,QB,MIN,125 (11.5),14.2,158 (14.2),14.2,186 (16.6),16.6
158,Will Shipley (9),Will Shipley,9,RB57,RB,PHI,145 (13.1),14.3,159 (14.3),14.3,192 (16.12),16.12
159,Joshua Palmer (7),Joshua Palmer,7,WR63,WR,BUF,116 (10.8),14.4,160 (14.4),14.4,185 (16.5),16.5
160,Chig Okonkwo (10),Chig Okonkwo,10,TE22,TE,TEN,137 (12.5),14.4,160 (14.4),14.4,186 (16.6),16.6
161,Mason Taylor (9),Mason Taylor,9,TE23,TE,NYJ,98 (9.2),14.4,160 (14.4),14.4,186 (16.6),16.6
162,Woody Marks (6),Woody Marks,6,RB58,RB,HOU,139 (12.7),14.4,160 (14.4),14.4,178 (15.10),15.10
163,Brandon Aubrey (10),Brandon Aubrey,10,PK1,PK,DAL,131 (11.11),14.4,160 (14.4),14.4,198 (17.6),17.6
164,Tre’ Harris (12),Tre’ Harris,12,WR64,WR,LAC,135 (12.3),14.9,165 (14.9),14.9,203 (17.11),17.11
165,Kyle Williams (14),Kyle Williams,14,WR65,WR,NE,140 (12.8),14.9,165 (14.9),14.9,204 (17.12),17.12
166,Keaton Mitchell (7),Keaton Mitchell,7,RB59,RB,BAL,148 (13.4),14.10,166 (14.10),14.10,201 (17.9),17.9
167,C.J. Stroud (6),C.J. Stroud,6,QB18,QB,HOU,110 (10.2),14.12,168 (14.12),14.12,198 (17.6),17.6
